Data Source in SDW: https://sdw.ecb.europa.eu/browse.do?node=9691297
,EXR.D.ARS.EUR.SP00.A,EXR.D.DZD.EUR.SP00.A,EXR.D.MAD.EUR.SP00.A,EXR.D.TWD.EUR.SP00.A
2005-07-22,3.48000,88.9014,10.9807,38.426
2005-07-21,3.50000,89.2820,10.9905,38.940
2005-07-20,3.46000,88.5671,10.9645,38.620
2005-07-19,3.43000,88.6601,10.9503,38.226
2005-07-18,3.46000,88.5225,10.9478,38.499
2005-07-15,3.47000,89.2034,10.9750,38.578
2005-07-14,3.47000,88.5943,10.9779,38.528
2005-07-13,3.50000,89.3953,10.9897,38.970
2005-07-12,3.50000,89.3402,10.9968,38.798
2005-07-11,3.44000,88.0707,10.9403,38.384
2005-07-08,3.41000,87.6015,10.9135,38.224
2005-07-07,3.44000,87.7956,10.9202,38.339
2005-07-06,3.42000,87.7018,10.9226,38.044
2005-07-05,3.41000,87.4798,10.8936,38.073
2005-07-04,3.42000,87.9203,10.8996,37.810
2005-07-01,3.48000,88.7803,10.9923,38.299
2005-06-30,3.49000,88.6637,10.9575,38.239
2005-06-29,3.48000,88.4596,10.9738,38.094
2005-06-28,3.49000,88.2814,10.9633,38.014
2005-06-27,3.51000,89.0843,10.9927,38.155
2005-06-24,3.47000,87.8845,10.9741,37.886
2005-06-23,3.46000,87.7947,10.9710,37.844
2005-06-22,3.49000,88.0179,10.9880,37.975
2005-06-21,3.50000,87.6573,10.9883,37.980
2005-06-20,3.53000,88.9083,10.9984,38.232
2005-06-17,3.52000,88.8141,11.0049,38.136
2005-06-16,3.49000,88.3209,10.9719,37.876
2005-06-15,3.49000,88.3209,10.9719,37.876
2005-06-14,3.50000,89.4929,10.9731,38.054
2005-06-13,3.49000,89.3432,10.9680,37.853
2005-06-10,3.54000,90.2821,11.0164,38.298
2005-06-09,3.54000,90.0521,11.0180,38.314
2005-06-08,3.57000,90.4802,11.0424,38.539
2005-06-07,3.55000,90.2628,11.0298,38.348
2005-06-06,3.56000,90.2973,11.0223,38.328
2005-06-03,3.55000,90.5613,11.0288,38.465
2005-06-02,3.54000,90.1944,11.0176,38.503
2005-06-01,3.54000,90.3346,11.0076,38.397
2005-05-31,3.57000,90.8041,11.0239,38.683
2005-05-30,3.62000,91.1953,11.0402,39.066
2005-05-27,3.63000,90.9803,11.0598,39.351
2005-05-26,3.63000,91.7496,11.0642,39.319
2005-05-25,3.63000,92.6586,11.0474,39.393
2005-05-24,3.66000,91.9052,11.0597,39.557
2005-05-23,3.63000,91.5261,11.0422,39.408
2005-05-20,3.65000,92.0248,11.0546,39.490
2005-05-19,3.66000,91.9288,11.0557,39.554
2005-05-18,3.65000,92.3246,11.0594,39.612
2005-05-17,3.65000,92.1743,11.0615,39.641
2005-05-16,3.65000,91.9726,11.0583,39.635
2005-05-13,3.66000,91.9449,11.0569,39.559
2005-05-12,3.70000,92.9674,11.0783,39.922
2005-05-11,3.73000,94.0672,11.0978,40.203
2005-05-10,3.72000,92.9031,11.0939,40.140
2005-05-09,3.76000,93.6658,11.2013,40.044
2005-05-06,3.76000,93.3508,11.1256,40.336
2005-05-05,3.75000,93.3415,11.1059,40.344
2005-05-04,3.75000,93.4013,11.0917,40.400
2005-05-03,3.73000,92.9641,11.0800,40.212
2005-05-02,3.74000,94.0027,11.0787,40.228
2005-04-29,3.77000,93.3753,11.0988,40.523
2005-04-28,3.75000,93.1612,11.1031,40.555
2005-04-27,3.75000,93.2322,11.1039,40.630
2005-04-26,3.77000,93.5137,11.1029,40.774
2005-04-25,3.77000,93.4532,11.1228,40.671
2005-04-22,3.80000,94.3578,11.1228,41.199
2005-04-21,3.79000,94.2788,11.1095,41.186
2005-04-20,3.79000,94.1777,11.1042,41.101
2005-04-19,3.79000,93.6318,11.0998,41.037
2005-04-18,3.78000,93.4474,11.1019,41.101
2005-04-15,3.75000,93.1780,11.0686,40.795
2005-04-14,3.72000,93.5601,11.0597,40.546
2005-04-13,3.76000,93.2611,11.0931,40.755
2005-04-12,3.78000,93.5699,11.0915,40.993
2005-04-11,3.78000,94.2447,11.0958,40.932
2005-04-08,3.73000,92.7326,11.0713,40.528
2005-04-07,3.77000,93.8516,11.1153,40.791
2005-04-06,3.75000,92.9022,11.0665,40.602
2005-04-05,3.75000,92.7060,11.0578,40.454
2005-04-04,3.77000,93.0266,11.0800,40.686
2005-04-01,3.79000,93.8441,11.0886,40.687
2005-03-31,3.79000,93.8233,11.0912,40.850
2005-03-30,3.78000,93.3608,11.0982,41.142
2005-03-29,3.77000,93.5749,11.0739,41.051
2005-03-28,-,-,-,-
2005-03-25,-,-,-,-
2005-03-24,3.79000,93.9095,11.0908,40.843
2005-03-23,3.80000,94.2345,11.1079,40.927
2005-03-22,3.85000,94.7655,11.1319,41.351
2005-03-21,3.85000,94.8303,11.1263,41.301
2005-03-18,3.88000,95.1408,11.1480,41.366
2005-03-17,3.91000,95.6437,11.1670,41.597
2005-03-16,3.90000,95.7062,11.1492,41.492
2005-03-15,3.90000,95.7001,11.1711,41.497
2005-03-14,3.89000,95.5804,11.1497,41.240
2005-03-11,3.93000,95.8549,11.1557,41.342
2005-03-10,3.93000,95.7223,11.1560,41.282
2005-03-09,3.91000,95.4132,11.1457,41.124
2005-03-08,3.88000,94.7375,11.1274,40.897
2005-03-07,3.86000,94.8314,11.1244,40.748
2005-03-04,3.85000,94.1694,11.1153,40.588
2005-03-03,3.87000,94.6607,11.1259,40.569
2005-03-02,3.85000,94.4517,11.1244,40.448
2005-03-01,3.85000,95.0065,11.1266,41.030
2005-02-28,3.89000,95.1450,11.1385,41.317
2005-02-25,3.85000,94.7936,11.1303,41.041
2005-02-24,3.88000,95.1861,11.1478,41.330
2005-02-23,3.85000,94.9034,11.1195,41.192
2005-02-22,3.84000,94.7581,11.1330,41.326
2005-02-21,3.81000,94.9686,11.1061,41.140
2005-02-18,3.79000,94.9001,11.1023,41.126
2005-02-17,3.78000,94.1206,11.1023,41.158
2005-02-16,3.80000,94.1890,11.1095,41.163
2005-02-15,3.79000,94.1595,11.0988,41.107
2005-02-14,3.79000,93.8604,11.0971,40.972
2005-02-11,3.76000,93.3245,11.0625,40.630
2005-02-10,3.73000,93.0155,11.0550,40.387
2005-02-09,3.73000,92.9332,11.0439,40.343
2005-02-08,3.73000,93.0588,11.0692,40.341
2005-02-07,3.75000,93.3077,11.0617,40.582
2005-02-04,3.79000,93.8234,11.0866,40.974
2005-02-03,3.80000,93.9030,11.0939,41.125
2005-02-02,3.82000,94.2461,11.1091,41.407
2005-02-01,3.82000,94.1012,11.1116,41.416
2005-01-31,3.84000,94.2985,11.1047,41.429
2005-01-28,3.84000,94.1646,11.0955,41.464
2005-01-27,3.83000,94.0877,11.1081,41.510
2005-01-26,3.83000,93.6186,11.1071,41.481
2005-01-25,3.85000,93.9937,11.1023,41.521
2005-01-24,3.87000,94.2201,11.1044,41.574
2005-01-21,3.84000,93.6485,11.0825,41.375
2005-01-20,3.83000,93.9460,11.0998,41.242
2005-01-19,3.87000,94.6204,11.1082,41.605
2005-01-18,3.86000,94.2092,11.1049,41.661
2005-01-17,3.87000,94.3593,11.1183,41.606
2005-01-14,3.88000,94.4376,11.1052,41.905
2005-01-13,3.93000,95.3902,11.1422,42.163
2005-01-12,3.91000,95.0883,11.1182,42.089
2005-01-11,3.91000,94.9917,11.1192,42.225
2005-01-10,3.90000,94.6638,11.1196,42.242
2005-01-07,3.93000,95.4175,11.1635,42.430
2005-01-06,3.92000,95.3862,11.1442,42.419
2005-01-05,3.94000,95.7468,11.1638,42.395
2005-01-04,3.98000,96.6579,11.1658,42.557
2005-01-03,4.02000,97.3859,11.1921,42.975
2004-12-31,4.05000,98.2655,11.1874,43.332
2004-12-30,4.05000,98.0236,11.1851,43.501
2004-12-29,4.07000,98.1982,11.2090,43.530
2004-12-28,4.06000,98.4258,11.2119,43.676
2004-12-27,4.02000,97.6649,11.1940,43.517
2004-12-24,4.03000,97.2976,11.1925,43.565
2004-12-23,4.01000,96.8909,11.1593,43.372
2004-12-22,3.97000,96.4816,11.1501,43.240
2004-12-21,3.97000,96.4837,11.1492,43.306
2004-12-20,3.98000,96.2676,11.1457,43.358
2004-12-17,3.96000,95.5097,11.1571,42.941
2004-12-16,3.99000,96.4711,11.1576,43.342
2004-12-15,3.95000,95.9096,11.1152,43.411
2004-12-14,3.94000,95.9168,11.1467,43.206
2004-12-13,3.93000,95.5720,11.1598,43.072
2004-12-10,3.91000,95.0947,11.1216,42.844
2004-12-09,3.95000,95.8089,11.1374,43.020
2004-12-08,3.95000,96.0545,11.1720,42.912
2004-12-07,3.99000,97.2231,11.1807,43.208
2004-12-06,3.98000,97.1836,11.1775,43.055
2004-12-03,3.93000,96.2525,11.1597,42.825
2004-12-02,3.91000,96.5151,11.1655,42.580
2004-12-01,3.90000,96.3335,11.1646,42.799
2004-11-30,3.91000,96.3927,11.1657,42.812
2004-11-29,3.90000,95.9988,11.1523,42.607
2004-11-26,3.91000,96.0436,11.1516,42.487
2004-11-25,3.90000,95.7973,11.1651,42.564
2004-11-24,3.88000,95.3231,11.1513,42.566
2004-11-23,3.87000,94.3869,11.1455,42.502
2004-11-22,3.84000,94.1388,11.1361,42.306
2004-11-19,3.84000,94.8232,11.1219,42.383
2004-11-18,3.83557,94.8570,11.1229,42.220
2004-11-17,3.84652,94.8750,11.1333,42.530
2004-11-16,3.83736,94.5048,11.1123,42.565
2004-11-15,3.83379,94.3393,11.1223,42.491
2004-11-12,3.82755,94.1013,11.0992,42.612
2004-11-11,3.81662,93.9223,11.0966,42.641
2004-11-10,3.84030,94.4917,11.1099,42.984
2004-11-09,3.82870,94.0738,11.1003,42.571
2004-11-08,3.82020,94.0993,11.0975,42.471
2004-11-05,3.80656,93.4922,11.1040,42.530
2004-11-04,3.80893,93.5504,11.1107,42.837
2004-11-03,3.76302,92.8976,11.0892,42.630
2004-11-02,3.76415,92.5482,11.0773,42.553
2004-11-01,3.78000,92.8756,11.0895,42.652
2004-10-29,3.80608,92.7946,11.0870,42.577
2004-10-28,3.80212,93.1609,11.0950,42.996
2004-10-27,3.80212,93.1609,11.0950,42.996
2004-10-26,3.80064,93.1262,11.0968,43.080
2004-10-25,3.80792,93.1500,11.0792,43.235
2004-10-22,3.75713,91.9886,11.0830,42.621
2004-10-21,3.74487,91.8061,11.0640,42.602
2004-10-20,3.73982,91.9349,11.0602,42.579
2004-10-19,3.70520,90.8884,11.0431,42.355
2004-10-18,3.70790,90.6797,11.0358,42.247
2004-10-15,3.69066,90.6928,11.0221,42.052
2004-10-14,3.67936,89.9942,11.0152,41.922
2004-10-13,3.64389,89.1343,10.9985,41.578
2004-10-12,3.66063,89.4623,11.0031,41.721
2004-10-11,3.68382,90.5228,11.0274,41.915
2004-10-08,3.67076,89.5457,11.0133,41.715
2004-10-07,3.66054,89.3835,11.0064,41.716
2004-10-06,3.66123,89.3069,11.0124,41.666
2004-10-05,3.66471,89.1715,11.0137,41.740
2004-10-04,3.67552,88.8892,11.0134,41.685
2004-10-01,3.71709,90.1508,11.0253,42.137
2004-09-30,3.72020,90.0557,11.0278,42.170
2004-09-29,3.69690,88.9413,11.0159,41.911
2004-09-28,3.70787,89.0259,11.0075,41.944
2004-09-27,3.68599,88.5067,11.0016,41.659
2004-09-24,3.68470,88.8587,10.9912,41.832
2004-09-23,3.70621,88.8014,11.0115,41.825
2004-09-22,3.68911,87.9263,11.0046,41.528
2004-09-21,3.67180,88.6327,10.9940,41.127
2004-09-20,3.63960,87.5202,10.9789,41.127
2004-09-17,3.66115,88.3194,10.9860,41.361
2004-09-16,3.65164,87.9677,10.9801,41.132
2004-09-15,3.67416,88.2043,10.9899,41.380
2004-09-14,3.68058,88.8374,10.9916,41.459
2004-09-13,3.68549,88.8056,10.9990,41.492
2004-09-10,3.67882,87.9740,11.0018,41.454
2004-09-09,3.66644,87.5314,10.9926,41.335
2004-09-08,3.61712,86.7507,10.9639,40.823
2004-09-07,3.63306,87.0002,10.9741,40.990
2004-09-06,3.63397,87.2999,10.9748,40.954
2004-09-03,3.66986,87.9853,10.9847,41.279
2004-09-02,3.67411,87.9655,10.9915,41.285
2004-09-01,3.63966,87.4729,10.9329,41.331
2004-08-31,3.62314,87.0215,10.9176,41.241
2004-08-30,3.63217,87.0757,10.9572,41.050
2004-08-27,3.66328,86.8901,10.9716,41.180
2004-08-26,3.63064,87.2502,10.9597,41.242
2004-08-25,3.65080,87.7832,11.0245,41.173
2004-08-24,3.65687,87.7225,10.9852,41.368
2004-08-23,3.70327,88.8722,11.0428,41.737
2004-08-20,3.70538,88.8983,11.0048,41.850
2004-08-19,3.72895,89.3217,11.0290,42.105
2004-08-18,3.71719,88.5345,11.0192,42.134
2004-08-17,3.72856,89.1029,11.0053,42.184
2004-08-16,3.72916,89.0680,11.0123,42.200
2004-08-13,3.69259,88.7228,10.9854,41.781
2004-08-12,3.71417,88.5763,10.9973,41.852
2004-08-11,3.69894,88.4379,10.9913,41.772
2004-08-10,3.71716,88.7577,10.9979,41.861
2004-08-09,3.74267,88.6102,11.0056,41.772
2004-08-06,3.68345,87.1599,10.9602,41.215
2004-08-05,3.62156,86.5879,10.9004,41.140
2004-08-04,3.59187,86.9443,10.9819,40.965
2004-08-03,3.59540,87.1155,10.9818,40.988
2004-08-02,3.58190,87.0010,10.9450,41.113
2004-07-30,3.58220,86.4664,10.9593,41.096
2004-07-29,3.57562,87.0659,10.9614,41.129
2004-07-28,3.58309,87.4634,10.9691,41.172
2004-07-27,3.62087,87.2539,10.9812,41.543
2004-07-26,3.61211,86.6299,10.9829,41.481
2004-07-23,3.63717,87.3656,11.0475,41.541
2004-07-22,3.63932,88.5470,11.0171,41.716
2004-07-21,3.66286,89.1205,11.0768,41.745
2004-07-20,3.67085,89.2542,11.0550,42.032
2004-07-19,3.67026,89.1286,11.0232,42.041
2004-07-16,3.65488,87.5317,11.0148,41.831
2004-07-15,3.66079,88.5244,11.0153,41.977
2004-07-14,3.66626,87.4699,11.0205,41.847
2004-07-13,3.66300,87.8501,11.0172,41.741
2004-07-12,3.66981,88.0630,11.0201,41.780
2004-07-09,3.66270,87.8430,11.0221,41.724
2004-07-08,3.65222,87.6902,11.0083,41.673
2004-07-07,3.64473,87.7452,11.0129,41.653
2004-07-06,3.62222,87.3887,11.0119,41.520
2004-07-05,3.62656,87.2461,10.9943,41.410
2004-07-02,3.59455,86.3420,10.9805,40.967
2004-07-01,3.59957,86.9766,10.9862,41.008
2004-06-30,3.60425,86.8747,10.9811,41.052
2004-06-29,3.60262,86.4871,10.9865,41.092
2004-06-28,3.60874,86.6830,10.9849,41.205
2004-06-25,3.58922,86.1777,10.9695,40.878
2004-06-24,3.58353,86.2351,10.9725,40.858
2004-06-23,3.58652,85.9435,10.9620,40.829
2004-06-22,3.60059,86.1234,10.9841,40.839
2004-06-21,3.60148,86.0236,10.9844,40.921
2004-06-18,3.57465,85.6109,10.9561,40.692
2004-06-17,3.57549,85.2149,10.9742,40.607
2004-06-16,3.57312,85.6947,10.9577,40.612
2004-06-15,3.57584,85.6876,10.9648,40.603
2004-06-14,3.56578,85.2906,10.9451,40.457
2004-06-11,3.56786,84.9079,10.9559,40.350
2004-06-10,3.57253,85.6202,10.9636,40.397
2004-06-09,3.64517,87.8345,11.1052,40.624
2004-06-08,3.64210,87.2628,11.0063,41.139
2004-06-07,3.65347,88.0006,11.0134,41.254
2004-06-04,3.62807,86.8046,11.0106,40.979
2004-06-03,3.60914,86.8026,11.0001,41.065
2004-06-02,3.62343,86.8646,10.9749,41.198
2004-06-01,3.62314,86.8330,11.0044,40.908
2004-05-31,3.60205,86.6688,10.9892,40.748
2004-05-28,3.62817,87.0149,11.0132,40.959
2004-05-27,3.58035,85.9526,10.9257,40.803
2004-05-26,3.58035,86.5310,10.9724,40.627
2004-05-25,3.56941,85.3037,10.9689,40.551
2004-05-24,3.55540,85.5705,11.0169,40.204
2004-05-21,3.48537,85.3143,10.9369,40.090
2004-05-20,3.48537,85.3143,10.9369,40.090
2004-05-19,3.50320,84.7721,10.9514,40.172
2004-05-18,3.50174,85.7343,10.9410,40.364
2004-05-17,3.45190,84.7977,10.8019,40.513
2004-05-14,3.46118,84.1325,10.9299,39.740
2004-05-13,3.46148,84.1278,10.9227,39.750
2004-05-12,3.45510,84.4646,10.9365,39.742
2004-05-11,3.45520,84.3162,10.9571,39.713
2004-05-10,3.44957,83.8081,10.9399,39.828
2004-05-07,3.48579,85.7957,10.9635,40.208
2004-05-06,3.47209,85.6692,10.9730,40.219
2004-05-05,3.46832,86.1987,10.9822,40.307
2004-05-04,3.40959,84.9500,10.8689,40.138
2004-05-03,3.39295,85.4627,10.9650,39.833
2004-04-30,3.38224,84.5972,10.8539,39.865
2004-04-29,3.40243,84.7064,11.0033,39.391
2004-04-28,3.37888,84.5522,10.9328,39.398
2004-04-27,3.36865,84.3436,10.9077,39.265
2004-04-26,3.40208,84.5024,10.9445,39.183
2004-04-23,3.41052,83.9896,10.9172,39.323
2004-04-22,3.37622,83.6805,10.8902,39.301
2004-04-21,3.35875,84.2794,10.9196,39.081
2004-04-20,3.37691,84.7893,10.9306,39.269
2004-04-19,3.37377,84.8127,10.8535,39.657
2004-04-16,3.36812,84.7181,10.9185,39.346
2004-04-15,3.36273,84.7681,10.9301,39.338
2004-04-14,3.37994,85.1303,10.9835,39.250
2004-04-13,3.41410,86.0388,11.0667,39.285
2004-04-12,-,-,-,-
2004-04-09,-,-,-,-
2004-04-08,3.40313,86.4452,10.9674,39.834
2004-04-07,3.43687,85.9670,10.9472,39.862
2004-04-06,3.45160,85.7022,10.9318,39.885
2004-04-05,3.45532,86.4103,10.9725,39.706
2004-04-02,3.52603,87.9754,11.0185,40.552
2004-04-01,3.50523,87.3710,10.9154,40.578
2004-03-31,3.50681,86.1012,10.9498,40.367
2004-03-30,3.50513,86.6740,10.9306,40.427
2004-03-29,3.51177,86.6641,10.9710,40.231
2004-03-26,3.52655,87.1139,10.9731,40.484
2004-03-25,3.52769,87.2075,11.0362,40.363
2004-03-24,3.52711,87.1993,10.9892,40.534
2004-03-23,3.56018,88.2664,11.0690,40.869
2004-03-22,3.58488,88.2849,11.0228,41.118
2004-03-19,3.58169,88.1525,11.0060,41.045
2004-03-18,3.56198,87.5365,10.9867,40.745
2004-03-17,3.57365,87.5413,10.9947,40.782
2004-03-16,3.60841,88.2285,11.0086,41.190
2004-03-15,3.59526,86.7775,10.9989,41.048
2004-03-12,3.57539,87.4466,10.9871,40.945
2004-03-11,3.58386,87.6327,10.9928,40.943
2004-03-10,3.59526,87.8923,11.0008,41.064
2004-03-09,3.63075,87.2863,11.0065,41.214
2004-03-08,3.62340,88.2461,11.0409,41.270
2004-03-05,3.55603,86.8195,10.9424,40.712
2004-03-04,3.54272,86.8052,10.9985,40.526
2004-03-03,3.62448,87.6697,11.2089,40.538
2004-03-02,3.61887,88.6452,11.0442,41.333
2004-03-01,3.65440,89.1786,11.0287,41.591
2004-02-27,3.64691,87.7120,11.0345,41.409
2004-02-26,3.70345,90.3037,11.1822,41.451
2004-02-25,3.69743,90.1436,11.0559,41.991
2004-02-24,3.69466,88.9615,11.0581,41.963
2004-02-23,3.70049,88.7614,11.0514,41.871
2004-02-20,3.74404,89.8060,11.1418,42.058
2004-02-19,3.77061,91.7483,11.1183,42.443
2004-02-18,3.77061,91.7483,11.1183,42.443
2004-02-17,3.72356,90.8754,11.0164,42.580
2004-02-16,3.72385,90.9168,11.0779,42.186
2004-02-13,3.75099,91.3243,11.0869,42.458
2004-02-12,3.72792,90.4189,10.9796,42.410
2004-02-11,3.72475,89.6096,11.0913,42.039
2004-02-10,3.72491,89.8301,11.0320,42.339
2004-02-09,3.75469,89.8838,11.1019,42.241
2004-02-06,3.70321,88.6388,11.0700,41.725
2004-02-05,3.66327,89.5830,11.0036,41.894
2004-02-04,3.68111,90.0322,11.0947,41.717
2004-02-03,3.63238,88.1242,10.9416,41.872
2004-02-02,3.60994,88.6210,10.9784,41.540
2004-01-30,3.65936,89.2422,11.1175,41.333
2004-01-29,3.63530,89.2167,11.0556,41.627
2004-01-28,3.64245,88.4764,11.0053,41.879
2004-01-27,3.64274,89.5792,11.0446,41.953
2004-01-26,3.69337,90.7833,11.1781,42.372
2004-01-23,3.68703,89.7071,11.0738,42.770
2004-01-22,3.64944,90.1560,11.0780,42.477
2004-01-21,3.64944,90.1560,11.0780,42.477
2004-01-20,3.63202,89.6819,11.0421,42.251
2004-01-19,3.62355,89.4510,11.1434,41.666
2004-01-16,3.60308,89.4762,11.0447,42.072
2004-01-15,3.68703,90.9006,11.1287,42.596
2004-01-14,3.66135,90.8715,11.0678,42.748
2004-01-13,3.66649,91.2816,11.0773,42.996
2004-01-12,3.72682,91.7987,11.1126,43.212
2004-01-09,3.70792,91.2167,11.1018,43.043
2004-01-08,3.67504,90.4623,11.0561,42.672
2004-01-07,3.68383,89.8068,11.0667,42.846
2004-01-06,3.69286,91.3480,11.0852,43.159
2004-01-05,3.70834,90.6861,11.0073,42.905
2004-01-02,3.72094,89.9698,11.0765,42.772
2004-01-01,-,-,-,-
2003-12-31,3.73116,90.7494,11.0746,42.933
2003-12-30,3.66627,88.0525,10.9591,42.527
2003-12-29,3.66184,86.7803,11.0078,42.250
2003-12-26,-,-,-,-
2003-12-25,-,-,-,-
2003-12-24,3.66184,86.7803,11.0078,42.250
2003-12-23,3.68046,87.0890,11.0551,42.192
2003-12-22,3.68550,86.1399,11.0229,42.349
2003-12-19,3.68342,86.0044,11.0279,42.296
2003-12-18,3.67129,86.9310,11.0312,42.228
2003-12-17,3.65792,86.4223,11.0190,41.997
2003-12-16,3.64647,86.5103,11.0159,41.986
2003-12-15,3.62253,84.8568,11.0251,41.607
2003-12-12,3.61346,85.7464,11.0157,41.678
2003-12-11,3.57688,85.3434,10.9876,41.481
2003-12-10,3.59856,84.7130,11.0090,41.648
2003-12-09,3.63509,85.8503,11.0185,41.694
2003-12-08,3.58380,84.6593,10.8784,41.600
2003-12-05,3.57390,84.6128,10.9678,41.204
2003-12-04,3.57390,84.6107,10.9644,41.172
2003-12-03,3.58884,84.8153,10.9774,41.301
2003-12-02,3.55161,83.4599,10.9920,40.893
2003-12-01,3.55622,83.1996,10.9418,41.043
2003-11-28,3.54393,83.2789,10.9484,41.031
2003-11-27,3.54085,82.6771,10.9308,40.720
2003-11-26,3.42979,81.0324,10.8588,40.426
2003-11-25,3.40124,82.0060,10.9169,40.137
2003-11-24,3.43286,81.8651,10.9852,40.274
2003-11-21,3.42778,82.8141,10.9421,40.511
2003-11-20,3.41989,82.8997,10.9496,40.532
2003-11-19,3.35320,80.7645,10.7861,40.515
2003-11-18,3.37468,82.7843,10.9097,40.077
2003-11-17,3.38127,82.9460,10.9393,40.156
2003-11-14,3.36450,81.9010,10.9293,39.997
2003-11-13,3.30600,82.3469,10.8158,39.717
2003-11-12,3.28239,82.1537,10.8032,39.453
2003-11-11,3.27266,82.6103,10.8687,39.110
2003-11-10,3.25013,82.1864,10.8100,39.004
2003-11-07,3.26155,83.7676,10.8661,38.843
2003-11-06,3.27554,84.9812,10.8929,38.936
2003-11-05,3.27411,85.8281,10.8690,39.026
2003-11-04,3.27183,86.2237,10.8406,39.018
2003-11-03,3.31996,87.9877,10.8719,39.431
2003-10-31,3.33580,88.0625,10.8790,39.489
2003-10-30,3.35678,88.7552,10.9015,39.810
2003-10-29,3.33578,89.0029,10.8907,39.654
2003-10-28,3.32097,88.8731,10.8874,39.682
2003-10-27,3.34231,89.3667,10.9282,39.929
2003-10-24,3.35673,90.1076,10.9111,40.061
2003-10-23,3.35901,90.1688,10.9321,40.032
2003-10-22,3.33336,89.4802,10.8977,39.769
2003-10-21,3.31284,88.9294,10.8846,39.535
2003-10-20,3.31427,88.9677,10.8794,39.431
2003-10-17,3.30580,88.5157,10.8680,39.266
2003-10-16,3.31028,88.7909,10.8884,39.412
2003-10-15,3.31983,89.2037,10.8918,39.552
2003-10-14,3.31569,88.9594,10.8908,39.563
2003-10-13,3.33108,89.3957,10.8926,39.398
2003-10-10,3.36547,90.1841,10.9063,39.779
2003-10-09,3.38316,90.1016,10.9051,39.786
2003-10-08,3.39293,90.0127,10.9021,39.792
2003-10-07,3.37742,90.2253,10.9313,39.771
2003-10-06,3.35212,89.0772,10.8680,39.159
2003-10-03,3.38894,89.8303,10.8902,39.434
2003-10-02,3.39682,90.0712,10.8920,39.487
2003-10-01,3.40210,89.8900,10.9147,39.452
2003-09-30,3.39102,89.7281,10.9119,39.353
2003-09-29,3.31548,88.3880,10.8435,38.557
2003-09-26,3.33123,88.8934,10.8783,38.816
2003-09-25,3.33326,89.0153,10.8595,38.828
2003-09-24,3.33087,88.8558,10.8491,38.710
2003-09-23,3.34176,88.8689,10.8561,38.676
2003-09-22,3.29716,87.9543,10.8321,38.531
2003-09-19,3.29716,87.9543,10.8321,38.531
2003-09-18,3.29133,87.8383,10.8388,38.486
2003-09-17,3.25235,87.2807,10.8108,38.224
2003-09-16,3.25815,87.4701,10.8289,38.317
2003-09-15,3.27713,87.8169,10.8190,38.523
2003-09-12,3.24576,87.0209,10.7931,38.099
2003-09-11,3.29780,87.3300,10.8233,38.237
2003-09-10,3.31250,86.9461,10.8148,38.087
2003-09-09,3.29010,86.7116,10.8055,37.946
2003-09-08,3.24934,86.1268,10.7737,37.770
2003-09-05,3.23867,85.0410,10.7477,37.258
2003-09-04,3.21836,84.2175,10.7455,36.898
2003-09-03,3.20824,84.0074,10.7166,36.761
2003-09-02,3.20588,84.4220,10.7492,37.009
2003-09-01,3.24045,85.3325,10.7491,37.404
2003-08-29,3.21800,85.0290,10.7494,37.344
2003-08-28,3.21050,84.2586,10.7224,37.062
2003-08-27,3.20120,84.8734,10.7462,37.291
2003-08-26,3.16397,84.1730,10.7435,36.981
2003-08-25,3.20652,84.7255,10.7579,37.220
2003-08-22,3.21918,84.7722,10.7377,37.265
2003-08-21,3.20912,85.6671,10.7618,37.704
2003-08-20,3.21606,86.4452,10.8029,38.084
2003-08-19,3.20332,86.1170,10.7936,38.007
2003-08-18,3.23893,87.0482,10.8195,38.435
2003-08-15,3.26754,87.4745,10.8076,38.656
2003-08-14,3.25140,86.7227,10.8327,38.759
2003-08-13,3.26469,86.7878,10.8210,38.774
2003-08-12,3.29745,87.9596,10.8472,38.881
2003-08-11,3.30379,86.9263,10.8426,38.823
2003-08-08,3.31315,88.0493,10.8230,38.983
2003-08-07,3.33181,88.2436,10.8519,39.106
2003-08-06,3.33216,88.5617,10.8344,39.252
2003-08-05,3.34920,88.1109,10.8364,39.070
2003-08-04,3.31860,87.0074,10.8405,38.947
2003-08-01,3.25576,85.9901,10.7989,38.543
2003-07-31,3.28846,88.0020,10.8474,38.952
2003-07-30,3.24899,88.7389,10.8399,39.274
2003-07-29,3.23830,88.1390,10.8572,39.412
2003-07-28,3.23415,89.3177,10.8611,39.499
2003-07-25,3.23078,89.2853,10.8578,39.484
2003-07-24,3.19356,89.3107,10.8564,39.424
2003-07-23,3.17518,88.8936,10.8339,39.243
2003-07-22,3.15903,88.4300,10.8277,39.074
2003-07-21,3.16516,88.0152,10.8251,38.835
2003-07-18,3.13180,87.4438,10.8233,38.618
2003-07-17,3.11660,87.6018,10.8117,38.663
2003-07-16,3.09080,85.9185,10.8099,38.328
2003-07-15,3.14102,87.2695,10.8109,38.888
2003-07-14,3.12417,87.1040,10.8246,38.845
2003-07-11,3.13991,88.1495,10.8452,38.918
2003-07-10,3.14741,88.3939,10.8333,38.896
2003-07-09,3.15129,88.4689,10.8354,38.997
2003-07-08,3.15429,88.2352,10.8244,38.934
2003-07-07,3.17512,88.5058,10.8388,39.022
2003-07-04,3.20475,89.2800,10.8554,39.418
