Name,Symbol,Start Date,Hist.,Category,From Currency,To Currency,Source,Full Name,Activity
SWEDISH KRONA 9M FX VOLATILITY,FVSEK9M,2002/12/4,2002,Exchange Rates,Swedish Krona,United States Dollar,Refinitiv,Swedish Krona 9 Month FX Volatility,Active
SWEDISH KRONA SPOT WEEK FX VOL,FVSEKSW,1998/7/2,1998,Exchange Rates,Swedish Krona,United States Dollar,Refinitiv,Swedish Krona Spot Week FX Volatility,Active
SWEDISH KRONA TO US $ (BBI),BBSEKSP,1984/12/14,1984,Exchange Rates,Swedish Krona,United States Dollar,Barclays Bank PLC,Swedish Krona to United States Dollar (BBI),Active
SWEDISH KRONA TO US $ (BOE),BOECSEK,2007/3/5,2007,Exchange Rates,Swedish Krona,United States Dollar,Bank of England,Swedish Krona to United States Dollar (BOE),Active
SWEDISH KRONA TO US $ 10AM NY,U$SKFR1,1993/10/5,1993,Exchange Rates,Swedish Krona,United States Dollar,Federal Reserve Bank of New York,Swedish Krona to United States Dollar 10AM NY,Active
SWEDISH KRONA TO US $ 10M FWD (TP),PDSEK10,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar 10 Month Forward (TP),Active
SWEDISH KRONA TO US $ 11M FWD (RFV),TDSEK11,2007/3/5,2007,Exchange Rates,Swedish Krona,United States Dollar,Refinitiv,Swedish Krona to United States Dollar 11 Month Forward (Refinitiv),Active
SWEDISH KRONA TO US $ 11M FWD (TP),PDSEK11,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar 11 Month Forward (TP),Active
SWEDISH KRONA TO US $ 1M FWD (TP),PDSEK1M,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar 1 Month Forward (TP),Active
SWEDISH KRONA TO US $ 1M FWD (WMR),USSEK1F,1996/12/31,1996,Exchange Rates,Swedish Krona,United States Dollar,WM/Reuters,Swedish Krona to United States Dollar 1 Month Forward (WMR),Active
SWEDISH KRONA TO US $ 1W FWD (RFV),TDSEK1W,1990/5/25,1990,Exchange Rates,Swedish Krona,United States Dollar,Refinitiv,Swedish Krona to United States Dollar 1 Week Forward (Refinitiv),Active
SWEDISH KRONA TO US $ 1W FWD (TP),PDSEK1W,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar 1 Week Forward (TP),Active
SWEDISH KRONA TO US $ 1W FWD (WMR),USSEKWF,1997/10/27,1997,Exchange Rates,Swedish Krona,United States Dollar,WM/Reuters,Swedish Krona to United States Dollar 1 Week Forward (WMR),Active
SWEDISH KRONA TO US $ 1Y FWD (RFV),TDSEK1Y,1990/5/25,1990,Exchange Rates,Swedish Krona,United States Dollar,Refinitiv,Swedish Krona to United States Dollar 1 Year Forward (Refinitiv),Active
SWEDISH KRONA TO US $ 1Y FWD (TP),PDSEK1Y,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar 1 Year Forward (TP),Active
SWEDISH KRONA TO US $ 1Y FWD (WMR),USSEKYF,1996/12/31,1996,Exchange Rates,Swedish Krona,United States Dollar,WM/Reuters,Swedish Krona to United States Dollar 1 Year Forward (WMR),Active
SWEDISH KRONA TO US $ 2M FWD (RFV),TDSEK2M,1990/5/25,1990,Exchange Rates,Swedish Krona,United States Dollar,Refinitiv,Swedish Krona to United States Dollar 2 Month Forward (Refinitiv),Active
SWEDISH KRONA TO US $ 2M FWD (TP),PDSEK2M,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar 2 Month Forward (TP),Active
SWEDISH KRONA TO US $ 2M FWD (WMR),USSEK2F,1996/12/31,1996,Exchange Rates,Swedish Krona,United States Dollar,WM/Reuters,Swedish Krona to United States Dollar 2 Month Forward (WMR),Active
SWEDISH KRONA TO US $ 2W FWD (TP),PDSEK2W,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar 2 Week Forward (TP),Active
SWEDISH KRONA TO US $ 2Y FWD (RFV),TDSEK2Y,1996/2/28,1996,Exchange Rates,Swedish Krona,United States Dollar,Refinitiv,Swedish Krona to United States Dollar 2 Year Forward (Refinitiv),Active
SWEDISH KRONA TO US $ 2Y FWD (WMR),USSEK2Y,2004/3/29,2004,Exchange Rates,Swedish Krona,United States Dollar,WM/Reuters,Swedish Krona to United States Dollar 2 Year Forward (WMR),Active
SWEDISH KRONA TO US $ 3M FWD (RFV),TDSEK3M,1990/5/25,1990,Exchange Rates,Swedish Krona,United States Dollar,Refinitiv,Swedish Krona to United States Dollar 3 Month Forward (Refinitiv),Active
SWEDISH KRONA TO US $ 3M FWD (TP),PDSEK3M,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar 3 Month Forward (TP),Active
SWEDISH KRONA TO US $ 3M FWD (WMR),USSEK3F,1996/12/31,1996,Exchange Rates,Swedish Krona,United States Dollar,WM/Reuters,Swedish Krona to United States Dollar 3 Month Forward (WMR),Active
SWEDISH KRONA TO US $ 3W FWD (TP),PDSEK3W,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar 3 Week Forward (TP),Active
SWEDISH KRONA TO US $ 4M FWD (TP),PDSEK4M,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar 4 Month Forward (TP),Active
SWEDISH KRONA TO US $ 5M FWD (TP),PDSEK5M,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar 5 Month Forward (TP),Active
SWEDISH KRONA TO US $ 5Y FWD (WMR),USSEK5Y,2004/3/29,2004,Exchange Rates,Swedish Krona,United States Dollar,WM/Reuters,Swedish Krona to United States Dollar 5 Year Forward (WMR),Active
SWEDISH KRONA TO US $ 6M FWD (RFV),TDSEK6M,1990/5/25,1990,Exchange Rates,Swedish Krona,United States Dollar,Refinitiv,Swedish Krona to United States Dollar 6 Month Forward (Refinitiv),Active
SWEDISH KRONA TO US $ 6M FWD (TP),PDSEK6M,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar 6 Month Forward (TP),Active
SWEDISH KRONA TO US $ 6M FWD (WMR),USSEK6F,1996/12/31,1996,Exchange Rates,Swedish Krona,United States Dollar,WM/Reuters,Swedish Krona to United States Dollar 6 Month Forward (WMR),Active
SWEDISH KRONA TO US $ 7M FWD (TP),PDSEK7M,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar 7 Month Forward (TP),Active
SWEDISH KRONA TO US $ 8M FWD (RFV),TDSEK8M,2007/3/5,2007,Exchange Rates,Swedish Krona,United States Dollar,Refinitiv,Swedish Krona to United States Dollar 8 Month Forward (Refinitiv),Active
SWEDISH KRONA TO US $ 8M FWD (TP),PDSEK8M,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar 8 Month Forward (TP),Active
SWEDISH KRONA TO US $ 9M FWD (RFV),TDSEK9M,1990/5/25,1990,Exchange Rates,Swedish Krona,United States Dollar,Refinitiv,Swedish Krona to United States Dollar 9 Month Forward (Refinitiv),Active
SWEDISH KRONA TO US $ 9M FWD (TP),PDSEK9M,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar 9 Month Forward (TP),Active
SWEDISH KRONA TO US $ 9M FWD (WMR),USSEK9F,1997/10/27,1997,Exchange Rates,Swedish Krona,United States Dollar,WM/Reuters,Swedish Krona to United States Dollar 9 Month Forward (WMR),Active
SWEDISH KRONA TO US $ C1 FWD (TP),PDSEKC1,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar C1 Forward (TP),Active
SWEDISH KRONA TO US $ C2 FWD (TP),PDSEKC2,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar C2 Forward (TP),Active
SWEDISH KRONA TO US $ C3 FWD (TP),PDSEKC3,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar C3 Forward (TP),Active
SWEDISH KRONA TO US $ C4 FWD (TP),PDSEKC4,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar C4 Forward (TP),Active
SWEDISH KRONA TO US $ O/N FWD (RFV),TDSEKON,1991/10/8,1991,Exchange Rates,Swedish Krona,United States Dollar,Refinitiv,Swedish Krona to United States Dollar Overnight Forward (Refinitiv),Active
SWEDISH KRONA TO US $ O/N FWD (WMR),USSEKON,1997/10/27,1997,Exchange Rates,Swedish Krona,United States Dollar,WM/Reuters,Swedish Krona to United States Dollar Overnight Forward (WMR),Active
SWEDISH KRONA TO US $ S/N FWD (RFV),TDSEKSN,2009/1/6,2009,Exchange Rates,Swedish Krona,United States Dollar,Refinitiv,Swedish Krona to United States Dollar Spot Next Forward (Refinitiv),Active
SWEDISH KRONA TO US $ S/N FWD (TP),PDSEKSN,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar Spot Next Forward (TP),Active
SWEDISH KRONA TO US $ SPOT (TP),PDSEKSP,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar Spot (TP),Active
SWEDISH KRONA TO US $ T/N FWD (RFV),TDSEKTN,1990/11/16,1990,Exchange Rates,Swedish Krona,United States Dollar,Refinitiv,Swedish Krona to United States Dollar Tomorrow Next Forward (Refinitiv),Active
SWEDISH KRONA TO US $ T/N FWD (TP),PDSEKTN,2006/6/7,2006,Exchange Rates,Swedish Krona,United States Dollar,Tullett Prebon,Swedish Krona to United States Dollar Tomorrow Next Forward (TP),Active
SWEDISH KRONA TO US $ T/N FWD (WMR),USSEKTN,1997/10/27,1997,Exchange Rates,Swedish Krona,United States Dollar,WM/Reuters,Swedish Krona to United States Dollar Tomorrow Next Forward (WMR),Active
SWEDISH KRONA TO US NOON NY,U$SKFR2,1971/1/4,1971,Exchange Rates,Swedish Krona,United States Dollar,"Federal Reserve, United States",Swedish Krona to US Noon NY,Active
SWISS FRANC 1M 10D REVERSAL,R1CHF1M,2010/6/21,2010,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 1 Month 10D Reversal,Active
SWISS FRANC 1M 25D REVERSAL,RRCHF1M,2010/6/21,2010,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 1 Month 25D Reversal,Active
SWISS FRANC 1M FX VOLATILITY,FVCHF1M,1995/1/6,1995,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 1 Month FX Volatility,Active
SWISS FRANC 1Y 10D REVERSAL,R1CHF1Y,2010/6/21,2010,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 1 Year 10D Reversal,Active
SWISS FRANC 1Y 25D REVERSAL,RRCHF1Y,2010/6/21,2010,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 1 Year 25D Reversal,Active
SWISS FRANC 1Y FX VOLATILITY,FVCHF1Y,1995/1/6,1995,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 1 Year FX Volatility,Active
SWISS FRANC 2M 10D REVERSAL,R1CHF2M,2010/6/21,2010,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 2 Month 10D Reversal,Active
SWISS FRANC 2M 25D REVERSAL,RRCHF2M,2010/6/21,2010,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 2 Month 25D Reversal,Active
SWISS FRANC 2M FX VOLATILITY,FVCHF2M,1995/1/6,1995,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 2 Month FX Volatility,Active
SWISS FRANC 3M 10D REVERSAL,R1CHF3M,2010/6/21,2010,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 3 Month 10D Reversal,Active
SWISS FRANC 3M 25D REVERSAL,RRCHF3M,2010/6/21,2010,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 3 Month 25D Reversal,Active
SWISS FRANC 3M FX VOLATILITY,FVCHF3M,1995/1/6,1995,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 3 Month FX Volatility,Active
SWISS FRANC 6M 10D REVERSAL,R1CHF6M,2010/6/21,2010,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 6 Month 10D Reversal,Active
SWISS FRANC 6M 25D REVERSAL,RRCHF6M,2010/6/21,2010,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 6 Month 25D Reversal,Active
SWISS FRANC 6M FX VOLATILITY,FVCHF6M,1995/1/6,1995,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 6 Month FX Volatility,Active
SWISS FRANC 9M 10D REVERSAL,R1CHF9M,2010/6/21,2010,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 9 Month 10D Reversal,Active
SWISS FRANC 9M 25D REVERSAL,RRCHF9M,2010/6/21,2010,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 9 Month 25D Reversal,Active
SWISS FRANC 9M FX VOLATILITY,FVCHF9M,2003/10/27,2003,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc 9 Month FX Volatility,Active
SWISS FRANC SPOT WEEK FX VOL,FVCHFSW,1999/2/4,1999,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc Spot Week FX Volatility,Active
SWISS FRANC SW 10D REVERSAL,R1CHFSW,2010/6/21,2010,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc SW 10D Reversal,Active
SWISS FRANC SW 25D REVERSAL,RRCHFSW,2010/6/21,2010,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc SW 25D Reversal,Active
SWISS FRANC TO US $ (BBI),BBCHFSP,1983/10/11,1983,Exchange Rates,Swiss Franc,United States Dollar,Barclays Bank PLC,Swiss Franc to United States Dollar (BBI),Active
SWISS FRANC TO US $ (BOE),BOECCHF,2007/3/5,2007,Exchange Rates,Swiss Franc,United States Dollar,Bank of England,Swiss Franc to United States Dollar (BOE),Active
SWISS FRANC TO US $ (SW),SFUSDSP,2018/4/9,2018,Exchange Rates,Swiss Franc,United States Dollar,National Bank of Switzerland,Swiss Franc to United States Dollar (SW),Active
SWISS FRANC TO US $ 10AM NY,U$SFFR1,1993/10/5,1993,Exchange Rates,Swiss Franc,United States Dollar,Federal Reserve Bank of New York,Swiss Franc to United States Dollar 10AM NY,Active
SWISS FRANC TO US $ 10M FWD (RFV),TDCHF10,2004/4/29,2004,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 10 Month Forward (Refinitiv),Active
SWISS FRANC TO US $ 10M FWD (TP),PDCHF10,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 10 Month Forward (TP),Active
SWISS FRANC TO US $ 11M FWD (TP),PDCHF11,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 11 Month Forward (TP),Active
SWISS FRANC TO US $ 15M FWD (RFV),TDCH15M,2010/10/22,2010,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 15 Month Forward (Refinitiv),Active
SWISS FRANC TO US $ 15M FWD (TP),PDCHF15,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 15 Month Forward (TP),Active
SWISS FRANC TO US $ 18M FWD (RFV),TDCH18M,2010/10/22,2010,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 18 Month Forward (Refinitiv),Active
SWISS FRANC TO US $ 18M FWD (TP),PDCHF18,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 18 Month Forward (TP),Active
SWISS FRANC TO US $ 1M FWD (TP),PDCHF1M,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 1 Month Forward (TP),Active
SWISS FRANC TO US $ 1W FWD (RFV),TDCHF1W,1990/5/25,1990,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 1 Week Forward (Refinitiv),Active
SWISS FRANC TO US $ 1W FWD (TP),PDCHF1W,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 1 Week Forward (TP),Active
SWISS FRANC TO US $ 1W FWD (WMR),USCHFWF,1997/10/27,1997,Exchange Rates,Swiss Franc,United States Dollar,WM/Reuters,Swiss Franc to United States Dollar 1 Week Forward (WMR),Active
SWISS FRANC TO US $ 1Y FWD (RFV),TDCHF1Y,1990/5/25,1990,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 1 Year Forward (Refinitiv),Active
SWISS FRANC TO US $ 1Y FWD (TP),PDCHF1Y,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 1 Year Forward (TP),Active
SWISS FRANC TO US $ 21M FWD (RFV),TDCH21M,2010/9/20,2010,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 21M Forward (Refinitiv),Active
SWISS FRANC TO US $ 2M FWD (RFV),TDCHF2M,1990/5/25,1990,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 2 Month Forward (Refinitiv),Active
SWISS FRANC TO US $ 2M FWD (TP),PDCHF2M,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 2 Month Forward (TP),Active
SWISS FRANC TO US $ 2M FWD (WMR),USCHF2F,1996/12/31,1996,Exchange Rates,Swiss Franc,United States Dollar,WM/Reuters,Swiss Franc to United States Dollar 2 Month Forward (WMR),Active
SWISS FRANC TO US $ 2W FWD (RFV),TDCHF2W,2004/5/13,2004,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 2 Week Forward (Refinitiv),Active
SWISS FRANC TO US $ 2W FWD (TP),PDCHF2W,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 2 Week Forward (TP),Active
SWISS FRANC TO US $ 2Y FWD (RFV),TDCHF2Y,1999/10/7,1999,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 2 Year Forward (Refinitiv),Active
SWISS FRANC TO US $ 2Y FWD (TP),PDCHF2Y,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 2 Year Forward (TP),Active
SWISS FRANC TO US $ 2Y FWD (WMR),USCHF2Y,2004/3/29,2004,Exchange Rates,Swiss Franc,United States Dollar,WM/Reuters,Swiss Franc to United States Dollar 2 Year Forward (WMR),Active
SWISS FRANC TO US $ 30M FWD (RFV),TDCH30M,2014/9/29,2014,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 30M Forward (Refinitiv),Active
SWISS FRANC TO US $ 3M FWD (RFV),TDCHF3M,1990/5/25,1990,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 3 Month Forward (Refinitiv),Active
SWISS FRANC TO US $ 3M FWD (TP),PDCHF3M,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 3 Month Forward (TP),Active
SWISS FRANC TO US $ 3M FWD (WMR),USCHF3F,1996/12/31,1996,Exchange Rates,Swiss Franc,United States Dollar,WM/Reuters,Swiss Franc to United States Dollar 3 Month Forward (WMR),Active
SWISS FRANC TO US $ 3W FWD (RFV),TDCHF3W,2007/12/24,2007,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 3 Week Forward (Refinitiv),Active
SWISS FRANC TO US $ 3W FWD (TP),PDCHF3W,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 3 Week Forward (TP),Active
SWISS FRANC TO US $ 3Y FWD (RFV),TDCHF3Y,1999/10/7,1999,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 3 Year Forward (Refinitiv),Active
SWISS FRANC TO US $ 3Y FWD (TP),PDCHF3Y,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 3 Year Forward (TP),Active
SWISS FRANC TO US $ 4M FWD (RFV),TDCHF4M,1999/10/7,1999,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 4 Month Forward (Refinitiv),Active
SWISS FRANC TO US $ 4M FWD (TP),PDCHF4M,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 4 Month Forward (TP),Active
SWISS FRANC TO US $ 4Y FWD (TP),PDCHF4Y,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 4 Year Forward (TP),Active
SWISS FRANC TO US $ 5M FWD (RFV),TDCHF5M,1999/10/7,1999,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 5 Month Forward (Refinitiv),Active
SWISS FRANC TO US $ 5M FWD (TP),PDCHF5M,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 5 Month Forward (TP),Active
SWISS FRANC TO US $ 5Y FWD (TP),PDCHF5Y,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 5 Year Forward (TP),Active
SWISS FRANC TO US $ 5Y FWD (WMR),USCHF5Y,2004/3/29,2004,Exchange Rates,Swiss Franc,United States Dollar,WM/Reuters,Swiss Franc to United States Dollar 5 Year Forward (WMR),Active
SWISS FRANC TO US $ 6M FWD (RFV),TDCHF6M,1990/5/25,1990,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 6 Month Forward (Refinitiv),Active
SWISS FRANC TO US $ 6M FWD (TP),PDCHF6M,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 6 Month Forward (TP),Active
SWISS FRANC TO US $ 6M FWD (WMR),USCHF6F,1996/12/31,1996,Exchange Rates,Swiss Franc,United States Dollar,WM/Reuters,Swiss Franc to United States Dollar 6 Month Forward (WMR),Active
SWISS FRANC TO US $ 7M FWD (RFV),TDCHF7M,2004/4/29,2004,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 7 Month Forward (Refinitiv),Active
SWISS FRANC TO US $ 7M FWD (TP),PDCHF7M,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 7 Month Forward (TP),Active
SWISS FRANC TO US $ 8M FWD (TP),PDCHF8M,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 8 Month Forward (TP),Active
SWISS FRANC TO US $ 9M FWD (RFV),TDCHF9M,1990/5/25,1990,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar 9 Month Forward (Refinitiv),Active
SWISS FRANC TO US $ 9M FWD (TP),PDCHF9M,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar 9 Month Forward (TP),Active
SWISS FRANC TO US $ 9M FWD (WMR),USCHF9F,1997/10/27,1997,Exchange Rates,Swiss Franc,United States Dollar,WM/Reuters,Swiss Franc to United States Dollar 9 Month Forward (WMR),Active
SWISS FRANC TO US $ C1 FWD (TP),PDCHFC1,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar C1 Forward (TP),Active
SWISS FRANC TO US $ C2 FWD (TP),PDCHFC2,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar C2 Forward (TP),Active
SWISS FRANC TO US $ C3 FWD (TP),PDCHFC3,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar C3 Forward (TP),Active
SWISS FRANC TO US $ C4 FWD (TP),PDCHFC4,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar C4 Forward (TP),Active
SWISS FRANC TO US $ FX SPOT RATE,TRUSCHS,2008/10/27,2008,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar FX Spot Rate,Active
SWISS FRANC TO US $ NOON NY,U$SFFR2,1971/1/4,1971,Exchange Rates,Swiss Franc,United States Dollar,"Federal Reserve, United States",Swiss Franc to United States Dollar Noon NY,Active
SWISS FRANC TO US $ O/N FWD (RFV),TDCHFON,1990/11/14,1990,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar Overnight Forward (Refinitiv),Active
SWISS FRANC TO US $ O/N FWD (TP),PDCHFON,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar Overnight Forward (TP),Active
SWISS FRANC TO US $ O/N FWD (WMR),USCHFON,1997/10/27,1997,Exchange Rates,Swiss Franc,United States Dollar,WM/Reuters,Swiss Franc to United States Dollar Overnight Forward (WMR),Active
SWISS FRANC TO US $ S/N FWD (RFV),TDCHFSN,1997/8/1,1997,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar Spot Next Forward (Refinitiv),Active
SWISS FRANC TO US $ S/N FWD (TP),PDCHFSN,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar Spot Next Forward (TP),Active
SWISS FRANC TO US $ SPOT (TP),PDCHFSP,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar Spot (TP),Active
SWISS FRANC TO US $ T/N FWD (RFV),TDCHFTN,1990/5/28,1990,Exchange Rates,Swiss Franc,United States Dollar,Refinitiv,Swiss Franc to United States Dollar Tomorrow Next Forward (Refinitiv),Active
SWISS FRANC TO US $ T/N FWD (TP),PDCHFTN,2006/6/7,2006,Exchange Rates,Swiss Franc,United States Dollar,Tullett Prebon,Swiss Franc to United States Dollar Tomorrow Next Forward (TP),Active
SWISS FRANC TO US $ T/N FWD (WMR),USCHFTN,1997/10/27,1997,Exchange Rates,Swiss Franc,United States Dollar,WM/Reuters,Swiss Franc to United States Dollar Tomorrow Next Forward (WMR),Active
SYP TO USD PTAX (BR),SYUSCBR,2011/10/7,2011,Exchange Rates,-,United States Dollar,-,SYP to USD Ptax (BR),Active
