Name,Symbol,Start Date,Hist.,Category,From Currency,To Currency,Source,Full Name,Activity
US $ TO 100 ICELAND KRONA (RFV),ICEKRUS,2000/11/29,2000,Exchange Rates,United States Dollar,Icelandic Krona,GTIS - FTID/TR,United States Dollar to 100 Iceland Krona (Refinitiv),Active
US $ TO CYPRUS POUND (GTI DISC,CYPNDUS,2000/11/29,2000,Exchange Rates,United States Dollar,Cyprian Pound,GTIS - FTID/TR,United States Dollar to Cyprus Pound (GTI Discontinued,Dead
US $ TO EGYPT POUND (RFV),EGYPTUS,2000/11/29,2000,Exchange Rates,United States Dollar,Egyptian Pound,GTIS - FTID/TR,United States Dollar to Egypt Pound (Refinitiv),Active
US $ TO FIJIAN DOLLAR (RFV),FIJIDUS,2000/11/29,2000,Exchange Rates,United States Dollar,Fijian Dollar,GTIS - FTID/TR,United States Dollar to Fijian Dollar (Refinitiv),Active
US $ TO KENYAN SHILL. (RFV),KENYAUS,2000/11/29,2000,Exchange Rates,United States Dollar,Kenyan Shilling,GTIS - FTID/TR,United States Dollar to Kenyan Shill (Refinitiv),Active
US $ TO MAURITIUS RUPEE (RFV),MAURPUS,2000/11/29,2000,Exchange Rates,United States Dollar,Mauritian Rupee,GTIS - FTID/TR,United States Dollar to Mauritius Rupee (Refinitiv),Active
US $ TO MORROCAN DIRHAM (RFV),MOROCUS,2000/11/29,2000,Exchange Rates,United States Dollar,Moroccan Dirham,GTIS - FTID/TR,United States Dollar to Morrocan Dirham (Refinitiv),Active
US $ TO OMANI RIAL (RFV),OMANRUS,2000/11/29,2000,Exchange Rates,United States Dollar,Omani Rial,GTIS - FTID/TR,United States Dollar to Omani Rial (Refinitiv),Active
US $ TO QATARI RIYAL (RFV),QATARUS,2000/11/29,2000,Exchange Rates,United States Dollar,Qatari Riyal,GTIS - FTID/TR,United States Dollar to Qatari Riyal (Refinitiv),Active
US $ TO RUSSIAN ROUBLE (RFV),RUSSRUS,2000/11/29,2000,Exchange Rates,United States Dollar,Russian Federation Ruble,GTIS - FTID/TR,United States Dollar to Russian Rouble (Refinitiv),Active
US $ TO SRI LANKAN RUPEES (RFV),RIRUPUS,2000/11/29,2000,Exchange Rates,United States Dollar,Sri Lankan Rupee,GTIS - FTID/TR,United States Dollar to Sri Lankan Rupees (Refinitiv),Active
US $ TO TUNISIAN DINAR (RFV),TUNISUS,2000/11/29,2000,Exchange Rates,United States Dollar,Tunisian Dinar,GTIS - FTID/TR,United States Dollar to Tunisian Dinar (Refinitiv),Active
USD/BRL 1 MONTH FORECAST,BRUS1MF,2001/11/6,2001,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 1 Month Forecast,Active
USD/BRL 10 MONTH FORECAST,BRUS10F,2001/11/6,2001,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 10 Month Forecast,Active
USD/BRL 11 MONTH FORECAST,BRUS11F,2001/11/6,2001,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 11 Month Forecast,Active
USD/BRL 12 MONTH FORECAST,BRUS12F,2001/11/6,2001,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 12 Month Forecast,Active
USD/BRL 13 MONTH FORECAST,BRUS13F,2001/11/6,2001,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 13 Month Forecast,Active
USD/BRL 14 MONTH FORECAST,BRUS14F,2001/11/6,2001,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 14 Month Forecast,Active
USD/BRL 2 MONTH FORECAST,BRUS2MF,2001/11/6,2001,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 2 Month Forecast,Active
USD/BRL 3 MONTH FORECAST,BRUS3MF,2001/11/6,2001,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 3 Month Forecast,Active
USD/BRL 4 MONTH FORECAST,BRUS4MF,2001/11/6,2001,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 4 Month Forecast,Active
USD/BRL 5 MONTH FORECAST,BRUS5MF,2001/11/6,2001,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 5 Month Forecast,Active
USD/BRL 6 MONTH FORECAST,BRUS6MF,2001/11/6,2001,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 6 Month Forecast,Active
USD/BRL 7 MONTH FORECAST,BRUS7MF,2001/11/6,2001,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 7 Month Forecast,Active
USD/BRL 8 MONTH FORECAST,BRUS8MF,2001/11/6,2001,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 8 Month Forecast,Active
USD/BRL 9 MONTH FORECAST,BRUS9MF,2001/11/6,2001,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 9 Month Forecast,Active
BM&F USD/BRL FIXING TCAM T+2 ' 'DEAD',BRUSFX2,2002/4/22,2002,Exchange Rates,United States Dollar,United States Dollar,BM&FBOVESPA,BM&F USD / BRL Fixing Tcam T + 2 ''Dead',Dead
BM&F USD/BRL FIXING TCAM T+1 'DEAD',BRUSFX1,2002/4/25,2002,Exchange Rates,United States Dollar,Brazilian Real,BM&FBOVESPA,BM&F USD / BRL Fixing Tcam T + 1 'Dead',Dead
NEW ZEALAND DOLLAR SPOT WEEK FX VOL,FVNZDSW,2002/12/2,2002,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,New Zealand Dollar Spot Week FX Volatility,Active
USD TO AUD PTAX (BR),AUUSCBR,2003/1/3,2003,Exchange Rates,United States Dollar,Australian Dollar,Banco Central do Brasil,USD to Australian Dollar Ptax (BR),Active
USD TO EUR PTAX (BR),EUUSCBR,2003/1/3,2003,Exchange Rates,United States Dollar,Euro,Banco Central do Brasil,USD to Euro Ptax (BR),Active
USD TO GBP PTAX (BR),GBUSCBR,2003/1/3,2003,Exchange Rates,United States Dollar,United Kingdom Pound,Banco Central do Brasil,USD to GBP Ptax (BR),Active
USD TO NZD PTAX (BR),NZUSCBR,2003/1/3,2003,Exchange Rates,United States Dollar,New Zealand Dollar,Banco Central do Brasil,USD to NZD Ptax (BR),Active
USD TO PGK PTAX (BR),PGUSCBR,2003/1/3,2003,Exchange Rates,United States Dollar,Papua New Guinean Kina,Banco Central do Brasil,USD to PGK Ptax (BR),Active
USD TO USD PTAX (BR),USUSCBR,2003/1/3,2003,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD to USD Ptax (BR),Active
AUSTRALIAN $ 9M FX VOLATILITY,FVAUD9M,2003/2/19,2003,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,Australian Dollar 9 Month FX Volatility,Active
US $ TO CHF (WMR),USDOLSF,2003/7/15,2003,Exchange Rates,United States Dollar,Swiss Franc,WM/Reuters,United States Dollar to Swiss Franc (WMR),Active
USD TO EEK (BOE) 'DEAD',EOUSBOE,2003/10/1,2003,Exchange Rates,United States Dollar,United States Dollar,Bank of England,USD to EEK (BOE) 'Dead',Dead
US$ TO SWISS FRANC (T4),TDUSCHF,2003/10/7,2003,Exchange Rates,United States Dollar,Swiss Franc,Tenfore,United States Dollar to Swiss Franc (T4),Active
NEW ZEALAND DOLLAR 2Y FX VOLATILITY,FVNZD2Y,2003/10/27,2003,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,New Zealand Dollar 2 Year FX Volatility,Active
NEW ZEALAND DOLLAR 9M FX VOLATILITY,FVNZD9M,2003/10/27,2003,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,New Zealand Dollar 9 Month FX Volatility,Active
EURO 3M 25D REVERSAL,RREUR3M,2003/12/23,2003,Exchange Rates,United States Dollar,Euro,Refinitiv,Euro 3 Month 25D Reversal,Active
US $ TO SAMOAN TALA (WMR),WESTSA$,2004/1/12,2004,Exchange Rates,United States Dollar,United States Dollar,WM/Reuters,United States Dollar to Samoan Tala (WMR),Active
US $ TO SOLOMON ISLAND $ (WMR),SOLOMO$,2004/1/12,2004,Exchange Rates,United States Dollar,United States Dollar,WM/Reuters,United States Dollar to Solomon Island$ (WMR),Active
US $ TO TONGAN PA'ANGA (WMR),TONGAP$,2004/1/12,2004,Exchange Rates,United States Dollar,United States Dollar,WM/Reuters,United States Dollar to Tongan PA'Anga (WMR),Active
US $ TO UK ? SPOT (TP),PSUSDSP,2004/2/4,2004,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling Spot (TP),Active
US $ TO 1 EURO 2Y FWD (WMR),USXEU2Y,2004/3/29,2004,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to 1 Euro 2 Year Forward (WMR),Active
US $ TO 1 EURO 5Y FWD (WMR),USXEU5Y,2004/3/29,2004,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to 1 Euro 5 Year Forward (WMR),Active
US $ TO AUSTRALIAN $ 2Y FWD (WMR),USAUD2Y,2004/3/29,2004,Exchange Rates,United States Dollar,Australian Dollar,WM/Reuters,United States Dollar to Australian Dollar 2 Year Forward (WMR),Active
US $ TO AUSTRALIAN $ 5Y FWD (WMR),USAUD5Y,2004/3/29,2004,Exchange Rates,United States Dollar,Australian Dollar,WM/Reuters,United States Dollar to Australian Dollar 5 Year Forward (WMR),Active
US $ TO EURO 2Y FWD (WMR),USEUR2Y,2004/3/29,2004,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to Euro 2 Year Forward (WMR),Active
US $ TO EURO 5Y FWD (WMR),USEUR5Y,2004/3/29,2004,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to Euro 5 Year Forward (WMR),Active
US $ TO IRISH PUNT 2Y FWD (WMR),USIEP2Y,2004/3/29,2004,Exchange Rates,United States Dollar,Irish Pound,WM/Reuters,United States Dollar to Irish Punt 2 Year Forward (WMR),Active
US $ TO IRISH PUNT 5Y FWD (WMR),USIEP5Y,2004/3/29,2004,Exchange Rates,United States Dollar,Irish Pound,WM/Reuters,United States Dollar to Irish Punt 5 Year Forward (WMR),Active
US $ TO NEW ZEALAND $ 2Y FWD (WMR),USNZD2Y,2004/3/29,2004,Exchange Rates,United States Dollar,New Zealand Dollar,WM/Reuters,United States Dollar to New Zealand Dollar 2 Year Forward (WMR),Active
US $ TO NEW ZEALAND $ 5Y FWD (WMR),USNZD5Y,2004/3/29,2004,Exchange Rates,United States Dollar,New Zealand Dollar,WM/Reuters,United States Dollar to New Zealand Dollar 5 Year Forward (WMR),Active
US $ TO UK ? 2Y FWD (WMR),USGBP2Y,2004/3/29,2004,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling 2 Year Forward (WMR),Active
US $ TO UK ? 5Y FWD (WMR),USGBP5Y,2004/3/29,2004,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling 5 Year Forward (WMR),Active
US $ TO GBP 10M FWD (RFV),TDGBP10,2004/4/29,2004,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 10 Month Forward (Refinitiv),Active
US $ TO GBP 11M FWD (RFV),TDGBP11,2004/4/29,2004,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 11 Month Forward (Refinitiv),Active
US $ TO GBP 7M FWD (RFV),TDGBP7M,2004/4/29,2004,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 7 Month Forward (Refinitiv),Active
US $ TO GBP 8M FWD (RFV),TDGBP8M,2004/4/29,2004,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 8 Month Forward (Refinitiv),Active
USD TO GBP 7M FWD PTS,GBP7MFP,2004/4/29,2004,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 7 Month Forward PTS,Active
USD TO GBP 8M FWD PTS,GBP8MFP,2004/4/29,2004,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 8 Month Forward PTS,Active
USD TO NZD 6Y FWD PTS,NZD6YFP,2004/7/27,2004,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 6 Year Forward PTS,Active
USD TO NZD 7Y FWD PTS,NZD7YFP,2004/7/27,2004,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 7 Year Forward PTS,Active
US $ TO AUSTRALIAN $ S/N FWD (RFV),TDAUDSN,2004/12/3,2004,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar Spot Next Forward (Refinitiv),Active
USD TO AUD SN FWD PTS,AUDSNFP,2004/12/3,2004,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar SN Forward PTS,Active
US $ TO SOLOMON ISLANDS $ (T4),TDSBDSP,2005/3/18,2005,Exchange Rates,United States Dollar,United States Dollar,Tenfore,United States Dollar to Solomon Islands$ (T4),Active
USD TO NZD SN FWD PTS,NZDSNFP,2005/5/24,2005,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD SN Forward PTS,Active
US $ TO EURO 10YEAR FORWARD,TDEURXY,2005/8/17,2005,Exchange Rates,United States Dollar,United States Dollar,Refinitiv,United States Dollar to Euro 10YEAR Forward,Active
US $ TO GBP 10Y FWD (RFV),TDGB10Y,2005/11/21,2005,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 10 Year Forward (Refinitiv),Active
US $ TO GBP 6Y FWD (RFV),TDGBP6Y,2005/11/21,2005,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 6 Year Forward (Refinitiv),Active
US $ TO GBP 7Y FWD (RFV),TDGBP7Y,2005/11/21,2005,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 7 Year Forward (Refinitiv),Active
US $ TO GBP 8Y FWD (RFV),TDGBP8Y,2005/11/21,2005,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 8 Year Forward (Refinitiv),Active
US $ TO GBP 9Y FWD (RFV),TDGBP9Y,2005/11/21,2005,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 9 Year Forward (Refinitiv),Active
USD TO NZD 8Y FWD PTS,NZD8YFP,2005/12/20,2005,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 8 Year Forward PTS,Active
USD TO NZD 9Y FWD PTS,NZD9YFP,2005/12/20,2005,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 9 Year Forward PTS,Active
US NOMINAL DOLLAR ADV FGN ECOS IDX,US$CWMN,2006/1/2,2006,Exchange Rates,United States Dollar,-,"Federal Reserve, United States",US Nominal Dollar ADV FGN Ecos IDX,Active
US NOMINAL DOLLAR BROAD INDEX,US$CWBN,2006/1/2,2006,Exchange Rates,United States Dollar,-,"Federal Reserve, United States",US Nominal Dollar Broad Index,Active
US NOMINAL DOLLAR EMERGING MKT IDX,US$CWON,2006/1/2,2006,Exchange Rates,United States Dollar,-,"Federal Reserve, United States",US Nominal Dollar Emerging MKT IDX,Active
US $ TO EURO 18MONTH FORWARD,TDEUR18,2006/3/1,2006,Exchange Rates,United States Dollar,United States Dollar,Refinitiv,United States Dollar to Euro 18MONTH Forward,Active
US $ TO EURO 6YEAR FORWARD,TDEUR6Y,2006/3/1,2006,Exchange Rates,United States Dollar,United States Dollar,Refinitiv,United States Dollar to Euro 6YEAR Forward,Active
US $ TO EURO 7YEAR FORWARD,TDEUR7Y,2006/3/1,2006,Exchange Rates,United States Dollar,United States Dollar,Refinitiv,United States Dollar to Euro 7YEAR Forward,Active
US $ TO EURO 8YEAR FORWARD,TDEUR8Y,2006/3/1,2006,Exchange Rates,United States Dollar,United States Dollar,Refinitiv,United States Dollar to Euro 8YEAR Forward,Active
US $ TO EURO 9YEAR FORWARD,TDEUR9Y,2006/3/1,2006,Exchange Rates,United States Dollar,United States Dollar,Refinitiv,United States Dollar to Euro 9YEAR Forward,Active
US $ TO UK ? C1 FWD (TP),PSUSDC1,2006/5/3,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling C1 Forward (TP),Active
US $ TO UK ? C2 FWD (TP),PSUSDC2,2006/5/3,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling C2 Forward (TP),Active
US $ TO UK ? C3 FWD (TP),PSUSDC3,2006/5/3,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling C3 Forward (TP),Active
US $ TO UK ? C4 FWD (TP),PSUSDC4,2006/5/3,2006,Exchange Rates,United States Dollar,United Kingdom Pound,Tullett Prebon,United States Dollar to United Kingdom Sterling C4 Forward (TP),Active
US $ TO AUSTRALIAN $ 10M FWD (TP),PAUSD10,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 10 Month Forward (TP),Active
US $ TO AUSTRALIAN $ 11M FWD (TP),PAUSD11,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 11 Month Forward (TP),Active
US $ TO AUSTRALIAN $ 15M FWD (TP),PAUSD15,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 15 Month Forward (TP),Active
US $ TO AUSTRALIAN $ 18M FWD (TP),PAUSD18,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 18 Month Forward (TP),Active
US $ TO AUSTRALIAN $ 1M FWD (TP),PAUSD1M,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 1 Month Forward (TP),Active
US $ TO AUSTRALIAN $ 1W FWD (TP),PAUSD1W,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 1 Week Forward (TP),Active
US $ TO AUSTRALIAN $ 1Y FWD (TP),PAUSD1Y,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 1 Year Forward (TP),Active
US $ TO AUSTRALIAN $ 2M FWD (TP),PAUSD2M,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 2 Month Forward (TP),Active
US $ TO AUSTRALIAN $ 2W FWD (TP),PAUSD2W,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 2 Week Forward (TP),Active
US $ TO AUSTRALIAN $ 2Y FWD (TP),PAUSD2Y,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 2 Year Forward (TP),Active
US $ TO AUSTRALIAN $ 30M FWD (TP),PAUSD30,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 30M Forward (TP),Active
US $ TO AUSTRALIAN $ 3M FWD (TP),PAUSD3M,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 3 Month Forward (TP),Active
US $ TO AUSTRALIAN $ 3W FWD (TP),PAUSD3W,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 3 Week Forward (TP),Active
US $ TO AUSTRALIAN $ 3Y FWD (TP),PAUSD3Y,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 3 Year Forward (TP),Active
US $ TO AUSTRALIAN $ 4M FWD (TP),PAUSD4M,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 4 Month Forward (TP),Active
US $ TO AUSTRALIAN $ 4Y FWD (TP),PAUSD4Y,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 4 Year Forward (TP),Active
US $ TO AUSTRALIAN $ 5M FWD (TP),PAUSD5M,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 5 Month Forward (TP),Active
US $ TO AUSTRALIAN $ 5Y FWD (TP),PAUSD5Y,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 5 Year Forward (TP),Active
US $ TO AUSTRALIAN $ 6M FWD (TP),PAUSD6M,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 6 Month Forward (TP),Active
US $ TO AUSTRALIAN $ 7M FWD (TP),PAUSD7M,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 7 Month Forward (TP),Active
US $ TO AUSTRALIAN $ 8M FWD (TP),PAUSD8M,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 8 Month Forward (TP),Active
US $ TO AUSTRALIAN $ 9M FWD (TP),PAUSD9M,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar 9 Month Forward (TP),Active
US $ TO AUSTRALIAN $ C1 FWD (TP),PAUSDC1,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar C1 Forward (TP),Active
US $ TO AUSTRALIAN $ C2 FWD (TP),PAUSDC2,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar C2 Forward (TP),Active
US $ TO AUSTRALIAN $ C3 FWD (TP),PAUSDC3,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar C3 Forward (TP),Active
US $ TO AUSTRALIAN $ C4 FWD (TP),PAUSDC4,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar C4 Forward (TP),Active
US $ TO AUSTRALIAN $ O/N FWD (TP),PAUSDON,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar Overnight Forward (TP),Active
US $ TO AUSTRALIAN $ S/N FWD (TP),PAUSDSN,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar Spot Next Forward (TP),Active
US $ TO AUSTRALIAN $ SPOT (TP),PAUSDSP,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar Spot (TP),Active
US $ TO AUSTRALIAN $ T/N FWD (TP),PAUSDTN,2006/6/7,2006,Exchange Rates,United States Dollar,Australian Dollar,Tullett Prebon,United States Dollar to Australian Dollar Tomorrow Next Forward (TP),Active
US $ TO EURO 10M FWD (TP),PEUSD10,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 10 Month Forward (TP),Active
US $ TO EURO 11M FWD (TP),PEUSD11,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 11 Month Forward (TP),Active
US $ TO EURO 15M FWD (TP),PEUSD15,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 15 Month Forward (TP),Active
US $ TO EURO 18M FWD (TP),PEUSD18,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 18 Month Forward (TP),Active
US $ TO EURO 1M FWD (TP),PEUSD1M,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 1 Month Forward (TP),Active
US $ TO EURO 1W FWD (TP),PEUSD1W,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 1 Week Forward (TP),Active
US $ TO EURO 1Y FWD (TP),PEUSD1Y,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 1 Year Forward (TP),Active
US $ TO EURO 2M FWD (TP),PEUSD2M,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 2 Month Forward (TP),Active
US $ TO EURO 2W FWD (TP),PEUSD2W,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 2 Week Forward (TP),Active
US $ TO EURO 2Y FWD (TP),PEUSD2Y,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 2 Year Forward (TP),Active
US $ TO EURO 3M FWD (TP),PEUSD3M,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 3 Month Forward (TP),Active
US $ TO EURO 3W FWD (TP),PEUSD3W,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 3 Week Forward (TP),Active
US $ TO EURO 3Y FWD (TP),PEUSD3Y,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 3 Year Forward (TP),Active
US $ TO EURO 4M FWD (TP),PEUSD4M,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 4 Month Forward (TP),Active
US $ TO EURO 4Y FWD (TP),PEUSD4Y,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 4 Year Forward (TP),Active
US $ TO EURO 5M FWD (TP),PEUSD5M,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 5 Month Forward (TP),Active
US $ TO EURO 5Y FWD (TP),PEUSD5Y,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 5 Year Forward (TP),Active
US $ TO EURO 6M FWD (TP),PEUSD6M,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 6 Month Forward (TP),Active
US $ TO EURO 7M FWD (TP),PEUSD7M,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 7 Month Forward (TP),Active
US $ TO EURO 8M FWD (TP),PEUSD8M,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 8 Month Forward (TP),Active
US $ TO EURO 9M FWD (TP),PEUSD9M,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro 9 Month Forward (TP),Active
US $ TO EURO C1 FWD (TP),PEUSDC1,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro C1 Forward (TP),Active
US $ TO EURO C2 FWD (TP),PEUSDC2,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro C2 Forward (TP),Active
US $ TO EURO C3 FWD (TP),PEUSDC3,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro C3 Forward (TP),Active
US $ TO EURO C4 FWD (TP),PEUSDC4,2006/6/7,2006,Exchange Rates,United States Dollar,Euro,Tullett Prebon,United States Dollar to Euro C4 Forward (TP),Active
